"","cve_ent","nom_ent","distrito","cve_mun","nom_mun","inegi","nombre_completo","mail"
"756","07","Chiapas",12,"101","TUXTLA CHICO","07101","Oscar Eduardo Ramírez Aguilar","oscar.ramireza@senado.gob.mx"
"757","07","Chiapas",12,"105","UNION JUAREZ","07105","Noé Castañón","oficina.noe.castanon@senado.gob.mx"
"758","07","Chiapas",12,"105","UNION JUAREZ","07105","Sasil De León Villard","sasil.deleon@senado.gob.mx"
"759","07","Chiapas",12,"105","UNION JUAREZ","07105","Oscar Eduardo Ramírez Aguilar","oscar.ramireza@senado.gob.mx"
"760","07","Chiapas",13,"006","AMATENANGO DE LA FRONTERA","07006","Noé Castañón","oficina.noe.castanon@senado.gob.mx"
"761","07","Chiapas",13,"006","AMATENANGO DE LA FRONTERA","07006","Sasil De León Villard","sasil.deleon@senado.gob.mx"
"762","07","Chiapas",13,"006","AMATENANGO DE LA FRONTERA","07006","Oscar Eduardo Ramírez Aguilar","oscar.ramireza@senado.gob.mx"
"763","07","Chiapas",13,"010","BEJUCAL DE OCAMPO","07010","Noé Castañón","oficina.noe.castanon@senado.gob.mx"
"764","07","Chiapas",13,"010","BEJUCAL DE OCAMPO","07010","Sasil De León Villard","sasil.deleon@senado.gob.mx"
"765","07","Chiapas",13,"010","BEJUCAL DE OCAMPO","07010","Oscar Eduardo Ramírez Aguilar","oscar.ramireza@senado.gob.mx"
"766","07","Chiapas",13,"011","BELLA VISTA","07011","Noé Castañón","oficina.noe.castanon@senado.gob.mx"
"767","07","Chiapas",13,"011","BELLA VISTA","07011","Sasil De León Villard","sasil.deleon@senado.gob.mx"
"768","07","Chiapas",13,"011","BELLA VISTA","07011","Oscar Eduardo Ramírez Aguilar","oscar.ramireza@senado.gob.mx"
"769","07","Chiapas",13,"030","CHICOMUSELO","07030","Noé Castañón","oficina.noe.castanon@senado.gob.mx"
"770","07","Chiapas",13,"030","CHICOMUSELO","07030","Sasil De León Villard","sasil.deleon@senado.gob.mx"
"771","07","Chiapas",13,"030","CHICOMUSELO","07030","Oscar Eduardo Ramírez Aguilar","oscar.ramireza@senado.gob.mx"
"772","07","Chiapas",13,"036","LA GRANDEZA","07036","Noé Castañón","oficina.noe.castanon@senado.gob.mx"
"773","07","Chiapas",13,"036","LA GRANDEZA","07036","Sasil De León Villard","sasil.deleon@senado.gob.mx"
"774","07","Chiapas",13,"036","LA GRANDEZA","07036","Oscar Eduardo Ramírez Aguilar","oscar.ramireza@senado.gob.mx"
"775","07","Chiapas",13,"037","HUEHUETAN","07037","Noé Castañón","oficina.noe.castanon@senado.gob.mx"
"776","07","Chiapas",13,"037","HUEHUETAN","07037","Sasil De León Villard","sasil.deleon@senado.gob.mx"
"777","07","Chiapas",13,"037","HUEHUETAN","07037","Oscar Eduardo Ramírez Aguilar","oscar.ramireza@senado.gob.mx"
"778","07","Chiapas",13,"053","MAZAPA DE MADERO","07053","Noé Castañón","oficina.noe.castanon@senado.gob.mx"
"779","07","Chiapas",13,"053","MAZAPA DE MADERO","07053","Sasil De León Villard","sasil.deleon@senado.gob.mx"
"780","07","Chiapas",13,"053","MAZAPA DE MADERO","07053","Oscar Eduardo Ramírez Aguilar","oscar.ramireza@senado.gob.mx"
"781","07","Chiapas",13,"054","MAZATAN","07054","Noé Castañón","oficina.noe.castanon@senado.gob.mx"
"782","07","Chiapas",13,"054","MAZATAN","07054","Sasil De León Villard","sasil.deleon@senado.gob.mx"
"783","07","Chiapas",13,"054","MAZATAN","07054","Oscar Eduardo Ramírez Aguilar","oscar.ramireza@senado.gob.mx"
"784","07","Chiapas",13,"057","MOTOZINTLA","07057","Noé Castañón","oficina.noe.castanon@senado.gob.mx"
"785","07","Chiapas",13,"057","MOTOZINTLA","07057","Sasil De León Villard","sasil.deleon@senado.gob.mx"
"786","07","Chiapas",13,"057","MOTOZINTLA","07057","Oscar Eduardo Ramírez Aguilar","oscar.ramireza@senado.gob.mx"
"787","07","Chiapas",13,"070","EL PORVENIR","07070","Noé Castañón","oficina.noe.castanon@senado.gob.mx"
"788","07","Chiapas",13,"070","EL PORVENIR","07070","Sasil De León Villard","sasil.deleon@senado.gob.mx"
"789","07","Chiapas",13,"070","EL PORVENIR","07070","Oscar Eduardo Ramírez Aguilar","oscar.ramireza@senado.gob.mx"
"790","07","Chiapas",13,"081","SILTEPEC","07081","Noé Castañón","oficina.noe.castanon@senado.gob.mx"
"791","07","Chiapas",13,"081","SILTEPEC","07081","Sasil De León Villard","sasil.deleon@senado.gob.mx"
"792","07","Chiapas",13,"081","SILTEPEC","07081","Oscar Eduardo Ramírez Aguilar","oscar.ramireza@senado.gob.mx"
"793","07","Chiapas",13,"090","TAPACHULA","07090","Noé Castañón","oficina.noe.castanon@senado.gob.mx"
"794","07","Chiapas",13,"090","TAPACHULA","07090","Sasil De León Villard","sasil.deleon@senado.gob.mx"
"795","07","Chiapas",13,"090","TAPACHULA","07090","Oscar Eduardo Ramírez Aguilar","oscar.ramireza@senado.gob.mx"
"796","07","Chiapas",13,"103","TUZANTAN","07103","Noé Castañón","oficina.noe.castanon@senado.gob.mx"
"797","07","Chiapas",13,"103","TUZANTAN","07103","Sasil De León Villard","sasil.deleon@senado.gob.mx"
"798","07","Chiapas",13,"103","TUZANTAN","07103","Oscar Eduardo Ramírez Aguilar","oscar.ramireza@senado.gob.mx"
"799","07","Chiapas",13,"119","CAPITAN LUIS ANGEL VIDAL","07119","Noé Castañón","oficina.noe.castanon@senado.gob.mx"
"800","07","Chiapas",13,"119","CAPITAN LUIS ANGEL VIDAL","07119","Sasil De León Villard","sasil.deleon@senado.gob.mx"
"801","07","Chiapas",13,"119","CAPITAN LUIS ANGEL VIDAL","07119","Oscar Eduardo Ramírez Aguilar","oscar.ramireza@senado.gob.mx"
"802","07","Chiapas",13,"124","HONDURAS DE LA SIERRA","07124","Noé Castañón","oficina.noe.castanon@senado.gob.mx"
"803","07","Chiapas",13,"124","HONDURAS DE LA SIERRA","07124","Sasil De León Villard","sasil.deleon@senado.gob.mx"
"804","07","Chiapas",13,"124","HONDURAS DE LA SIERRA","07124","Oscar Eduardo Ramírez Aguilar","oscar.ramireza@senado.gob.mx"
"805","08","Chihuahua",1,"037","JUAREZ","08037","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"806","08","Chihuahua",1,"037","JUAREZ","08037","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"807","08","Chihuahua",1,"037","JUAREZ","08037","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"808","08","Chihuahua",2,"001","AHUMADA","08001","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"809","08","Chihuahua",2,"001","AHUMADA","08001","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"810","08","Chihuahua",2,"001","AHUMADA","08001","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"811","08","Chihuahua",2,"005","ASCENSION","08005","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"812","08","Chihuahua",2,"005","ASCENSION","08005","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"813","08","Chihuahua",2,"005","ASCENSION","08005","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"814","08","Chihuahua",2,"010","BUENAVENTURA","08010","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"815","08","Chihuahua",2,"010","BUENAVENTURA","08010","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"816","08","Chihuahua",2,"010","BUENAVENTURA","08010","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"817","08","Chihuahua",2,"013","CASAS GRANDES","08013","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"818","08","Chihuahua",2,"013","CASAS GRANDES","08013","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"819","08","Chihuahua",2,"013","CASAS GRANDES","08013","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"820","08","Chihuahua",2,"023","GALEANA","08023","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"821","08","Chihuahua",2,"023","GALEANA","08023","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"822","08","Chihuahua",2,"023","GALEANA","08023","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"823","08","Chihuahua",2,"028","GUADALUPE","08028","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"824","08","Chihuahua",2,"028","GUADALUPE","08028","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"825","08","Chihuahua",2,"028","GUADALUPE","08028","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"826","08","Chihuahua",2,"034","IGNACIO ZARAGOZA","08034","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"827","08","Chihuahua",2,"034","IGNACIO ZARAGOZA","08034","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"828","08","Chihuahua",2,"034","IGNACIO ZARAGOZA","08034","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"829","08","Chihuahua",2,"035","JANOS","08035","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"830","08","Chihuahua",2,"035","JANOS","08035","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"831","08","Chihuahua",2,"035","JANOS","08035","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"832","08","Chihuahua",2,"037","JUAREZ","08037","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"833","08","Chihuahua",2,"037","JUAREZ","08037","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"834","08","Chihuahua",2,"037","JUAREZ","08037","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"835","08","Chihuahua",2,"050","NUEVO CASAS GRANDES","08050","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"836","08","Chihuahua",2,"050","NUEVO CASAS GRANDES","08050","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"837","08","Chihuahua",2,"050","NUEVO CASAS GRANDES","08050","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"838","08","Chihuahua",2,"053","PRAXEDIS G. GUERRERO","08053","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"839","08","Chihuahua",2,"053","PRAXEDIS G. GUERRERO","08053","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"840","08","Chihuahua",2,"053","PRAXEDIS G. GUERRERO","08053","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"841","08","Chihuahua",3,"037","JUAREZ","08037","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"842","08","Chihuahua",3,"037","JUAREZ","08037","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"843","08","Chihuahua",3,"037","JUAREZ","08037","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"844","08","Chihuahua",4,"037","JUAREZ","08037","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"845","08","Chihuahua",4,"037","JUAREZ","08037","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"846","08","Chihuahua",4,"037","JUAREZ","08037","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"847","08","Chihuahua",5,"002","ALDAMA","08002","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"848","08","Chihuahua",5,"002","ALDAMA","08002","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"849","08","Chihuahua",5,"002","ALDAMA","08002","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"850","08","Chihuahua",5,"004","AQUILES SERDAN","08004","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"851","08","Chihuahua",5,"004","AQUILES SERDAN","08004","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"852","08","Chihuahua",5,"004","AQUILES SERDAN","08004","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"853","08","Chihuahua",5,"011","CAMARGO","08011","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"854","08","Chihuahua",5,"011","CAMARGO","08011","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"855","08","Chihuahua",5,"011","CAMARGO","08011","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"856","08","Chihuahua",5,"015","COYAME DEL SOTOL","08015","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"857","08","Chihuahua",5,"015","COYAME DEL SOTOL","08015","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"858","08","Chihuahua",5,"015","COYAME DEL SOTOL","08015","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"859","08","Chihuahua",5,"016","LA CRUZ","08016","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"860","08","Chihuahua",5,"016","LA CRUZ","08016","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"861","08","Chihuahua",5,"016","LA CRUZ","08016","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"862","08","Chihuahua",5,"021","DELICIAS","08021","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"863","08","Chihuahua",5,"021","DELICIAS","08021","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"864","08","Chihuahua",5,"021","DELICIAS","08021","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"865","08","Chihuahua",5,"036","JIMENEZ","08036","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"866","08","Chihuahua",5,"036","JIMENEZ","08036","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"867","08","Chihuahua",5,"036","JIMENEZ","08036","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"868","08","Chihuahua",5,"038","JULIMES","08038","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"869","08","Chihuahua",5,"038","JULIMES","08038","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"870","08","Chihuahua",5,"038","JULIMES","08038","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"871","08","Chihuahua",5,"042","MANUEL BENAVIDES","08042","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"872","08","Chihuahua",5,"042","MANUEL BENAVIDES","08042","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"873","08","Chihuahua",5,"042","MANUEL BENAVIDES","08042","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"874","08","Chihuahua",5,"045","MEOQUI","08045","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"875","08","Chihuahua",5,"045","MEOQUI","08045","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"876","08","Chihuahua",5,"045","MEOQUI","08045","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"877","08","Chihuahua",5,"052","OJINAGA","08052","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"878","08","Chihuahua",5,"052","OJINAGA","08052","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"879","08","Chihuahua",5,"052","OJINAGA","08052","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"880","08","Chihuahua",5,"055","ROSALES","08055","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"881","08","Chihuahua",5,"055","ROSALES","08055","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"882","08","Chihuahua",5,"055","ROSALES","08055","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"883","08","Chihuahua",5,"058","SAN FRANCISCO DE CONCHOS","08058","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"884","08","Chihuahua",5,"058","SAN FRANCISCO DE CONCHOS","08058","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"885","08","Chihuahua",5,"058","SAN FRANCISCO DE CONCHOS","08058","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"886","08","Chihuahua",5,"062","SAUCILLO","08062","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"887","08","Chihuahua",5,"062","SAUCILLO","08062","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"888","08","Chihuahua",5,"062","SAUCILLO","08062","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"889","08","Chihuahua",6,"019","CHIHUAHUA","08019","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"890","08","Chihuahua",6,"019","CHIHUAHUA","08019","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"891","08","Chihuahua",6,"019","CHIHUAHUA","08019","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"892","08","Chihuahua",7,"006","BACHINIVA","08006","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"893","08","Chihuahua",7,"006","BACHINIVA","08006","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"894","08","Chihuahua",7,"006","BACHINIVA","08006","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"895","08","Chihuahua",7,"009","BOCOYNA","08009","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"896","08","Chihuahua",7,"009","BOCOYNA","08009","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"897","08","Chihuahua",7,"009","BOCOYNA","08009","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"898","08","Chihuahua",7,"017","CUAUHTEMOC","08017","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"899","08","Chihuahua",7,"017","CUAUHTEMOC","08017","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"900","08","Chihuahua",7,"017","CUAUHTEMOC","08017","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"901","08","Chihuahua",7,"018","CUSIHUIRIACHI","08018","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"902","08","Chihuahua",7,"018","CUSIHUIRIACHI","08018","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"903","08","Chihuahua",7,"018","CUSIHUIRIACHI","08018","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"904","08","Chihuahua",7,"020","CHINIPAS","08020","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"905","08","Chihuahua",7,"020","CHINIPAS","08020","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"906","08","Chihuahua",7,"020","CHINIPAS","08020","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"907","08","Chihuahua",7,"024","SANTA ISABEL","08024","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"908","08","Chihuahua",7,"024","SANTA ISABEL","08024","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"909","08","Chihuahua",7,"024","SANTA ISABEL","08024","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"910","08","Chihuahua",7,"025","GOMEZ FARIAS","08025","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"911","08","Chihuahua",7,"025","GOMEZ FARIAS","08025","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"912","08","Chihuahua",7,"025","GOMEZ FARIAS","08025","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"913","08","Chihuahua",7,"026","GRAN MORELOS","08026","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"914","08","Chihuahua",7,"026","GRAN MORELOS","08026","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"915","08","Chihuahua",7,"026","GRAN MORELOS","08026","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"916","08","Chihuahua",7,"030","GUAZAPARES","08030","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"917","08","Chihuahua",7,"030","GUAZAPARES","08030","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"918","08","Chihuahua",7,"030","GUAZAPARES","08030","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"919","08","Chihuahua",7,"031","GUERRERO","08031","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"920","08","Chihuahua",7,"031","GUERRERO","08031","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"921","08","Chihuahua",7,"031","GUERRERO","08031","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"922","08","Chihuahua",7,"040","MADERA","08040","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"923","08","Chihuahua",7,"040","MADERA","08040","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"924","08","Chihuahua",7,"040","MADERA","08040","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"925","08","Chihuahua",7,"041","MAGUARICHI","08041","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"926","08","Chihuahua",7,"041","MAGUARICHI","08041","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"927","08","Chihuahua",7,"041","MAGUARICHI","08041","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"928","08","Chihuahua",7,"043","MATACHI","08043","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"929","08","Chihuahua",7,"043","MATACHI","08043","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"930","08","Chihuahua",7,"043","MATACHI","08043","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"931","08","Chihuahua",7,"047","MORIS","08047","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"932","08","Chihuahua",7,"047","MORIS","08047","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"933","08","Chihuahua",7,"047","MORIS","08047","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"934","08","Chihuahua",7,"048","NAMIQUIPA","08048","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"935","08","Chihuahua",7,"048","NAMIQUIPA","08048","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"936","08","Chihuahua",7,"048","NAMIQUIPA","08048","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"937","08","Chihuahua",7,"051","OCAMPO","08051","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"938","08","Chihuahua",7,"051","OCAMPO","08051","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"939","08","Chihuahua",7,"051","OCAMPO","08051","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"940","08","Chihuahua",7,"054","RIVA PALACIO","08054","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"941","08","Chihuahua",7,"054","RIVA PALACIO","08054","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"942","08","Chihuahua",7,"054","RIVA PALACIO","08054","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"943","08","Chihuahua",7,"063","TEMOSACHIC","08063","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"944","08","Chihuahua",7,"063","TEMOSACHIC","08063","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"945","08","Chihuahua",7,"063","TEMOSACHIC","08063","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"946","08","Chihuahua",7,"066","URUACHI","08066","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"947","08","Chihuahua",7,"066","URUACHI","08066","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"948","08","Chihuahua",7,"066","URUACHI","08066","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"949","08","Chihuahua",8,"019","CHIHUAHUA","08019","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"950","08","Chihuahua",8,"019","CHIHUAHUA","08019","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"951","08","Chihuahua",8,"019","CHIHUAHUA","08019","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"952","08","Chihuahua",9,"003","ALLENDE","08003","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"953","08","Chihuahua",9,"003","ALLENDE","08003","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"954","08","Chihuahua",9,"003","ALLENDE","08003","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"955","08","Chihuahua",9,"007","BALLEZA","08007","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"956","08","Chihuahua",9,"007","BALLEZA","08007","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"957","08","Chihuahua",9,"007","BALLEZA","08007","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"958","08","Chihuahua",9,"008","BATOPILAS DE MANUEL GOMEZ MORIN","08008","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"959","08","Chihuahua",9,"008","BATOPILAS DE MANUEL GOMEZ MORIN","08008","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"960","08","Chihuahua",9,"008","BATOPILAS DE MANUEL GOMEZ MORIN","08008","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"961","08","Chihuahua",9,"012","CARICHI","08012","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"962","08","Chihuahua",9,"012","CARICHI","08012","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"963","08","Chihuahua",9,"012","CARICHI","08012","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"964","08","Chihuahua",9,"014","CORONADO","08014","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"965","08","Chihuahua",9,"014","CORONADO","08014","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"966","08","Chihuahua",9,"014","CORONADO","08014","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"967","08","Chihuahua",9,"022","DR. BELISARIO DOMINGUEZ","08022","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"968","08","Chihuahua",9,"022","DR. BELISARIO DOMINGUEZ","08022","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"969","08","Chihuahua",9,"022","DR. BELISARIO DOMINGUEZ","08022","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
"970","08","Chihuahua",9,"027","GUACHOCHI","08027","Bertha Alicia Caraveo Camarena","bertha.caraveo@senado.gob.mx"
"971","08","Chihuahua",9,"027","GUACHOCHI","08027","Rafael Espino de la Peña","rafael.espino@senado.gob.mx"
"972","08","Chihuahua",9,"027","GUACHOCHI","08027","Gustavo Enrique Madero Muñoz","oficina.gustavomadero@senado.gob.mx"
